DOEID,NWEIGHT,REGIONC,DIVISION,UATYP10,HDD65,CDD65,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,STORIES,NCOMBATH,NHAFBATH,BEDROOMS,TOTROOMS,PRKGPLC1,WINDOWS,WINFRAME,TYPEGLASS,ADQINSUL,DRAFTY,HIGHCEIL,CELLAR,CRAWL,CONCRETE,BASEFIN,ATTIC,ATTICFIN,WALLTYPE,ROOFTYPE,FUELHEAT,EQUIPM,EQUIPAGE,FUELAUX,NOHEATBROKE,NOHEATBULK,NOHEATDAYS,HEATCNTL,TEMPHOME,TEMPNITE,TEMPGONE,ACEQUIPM_PUB,ACEQUIPAGE,BTUEL,BTUNG,BTULP,BTUFO,TOTALBTU,KWH,CUFEETNG,GALLONLP,GALLONFO,TOTALBTUSPH,DOLLAREL,DOLLARNG,DOLLARLP,DOLLARFO,TOTALDOL,NHSLDMEM,HHAGE,HHSEX,EDUCATION,ELPAY,NGPAY,PAYHELP,SCALEE,SCALEG,NWEIGHT1,NWEIGHT2,NWEIGHT3,NWEIGHT4,NWEIGHT5,NWEIGHT6,NWEIGHT7,NWEIGHT8,NWEIGHT9,NWEIGHT10,NWEIGHT11,NWEIGHT12,NWEIGHT13,NWEIGHT14,NWEIGHT15,NWEIGHT16,NWEIGHT17,NWEIGHT18,NWEIGHT19,NWEIGHT20,NWEIGHT21,NWEIGHT22,NWEIGHT23,NWEIGHT24,NWEIGHT25,NWEIGHT26,NWEIGHT27,NWEIGHT28,NWEIGHT29,NWEIGHT30,NWEIGHT31,NWEIGHT32,NWEIGHT33,NWEIGHT34,NWEIGHT35,NWEIGHT36,NWEIGHT37,NWEIGHT38,NWEIGHT39,NWEIGHT40,NWEIGHT41,NWEIGHT42,NWEIGHT43,NWEIGHT44,NWEIGHT45,NWEIGHT46,NWEIGHT47,NWEIGHT48,NWEIGHT49,NWEIGHT50,NWEIGHT51,NWEIGHT52,NWEIGHT53,NWEIGHT54,NWEIGHT55,NWEIGHT56,NWEIGHT57,NWEIGHT58,NWEIGHT59,NWEIGHT60,A_heated,E_heat_kbtu,E_heat_btu,E_heat_therm,E_heat_kwh_equiv,Thermal_Intensity_I,envelope_score,envelope_class,climate_zone,hdd_band,year_built_cat,housing_type,division_name,region_name,building_age,heating_equip_age,heating_equip_age_unknown,log_sqft,hdd_sqft_interaction,heating_per_sqft
100035,1067.4109975,NORTHEAST,New England,U,6689,802,2,2,2700,2700,0,1.0,2,0,4,7,1.0,4,3,2,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,5.0,1.0,3.0,4.0,5.0,0,0,,1.0,64.0,64.0,64.0,,,32983.04,75286.13,0.0,0.0,108269.17,9666.78,726.39,0.0,0.0,62117.4,437.54,1044.58,0.0,0.0,1482.12,3,71,1,4,1,1.0,,0,0,0.0,1086.3098942,1095.2930412,1075.4986993,1077.0660022,1096.1846367,1080.8489238,1104.8705159,1073.5239973,1088.6906239,1071.7994457,1072.9186412,1064.6848264,1082.1876479,1089.0282527,1082.6512508,1095.0812278,1071.2704765,1094.2337858,1075.5592503,1078.2669488,1081.7989172,1078.7899414,1082.3420215,1088.4535629,1087.8500408,1147.7845233,1070.4514646,1071.333046,1083.0771181,1083.1014997,1077.4626262,1070.5533834,1083.1857635,1069.1380454,1113.8304797,1082.8620139,1079.6254144,1082.5933514,1085.4667243,1090.4686269,1095.6384904,1066.4968313,1067.2970712,1080.2842458,1090.5842567,1102.6282513,1078.868496,1084.0009475,1078.81388,1068.0759645,1089.6041041,1082.6459691,1079.8394351,1089.5898961,1084.1667597,1078.6779404,1074.3510669,1081.9311466,1075.6638126,2700,62117.4,62117400.0,621.174,18205.56858147714,3.439444527499543,10.0,medium,cold,6000-8000,1950-1959,Single-family detached,New England,NORTHEAST,65,13.0,0,7.901377353792616,18.0603,23006.444444444445
100036,5970.4715903,SOUTH,West South Central,U,3137,2158,2,2,1600,1600,1600,1.0,2,0,3,7,1.0,4,3,2,2,4,0.0,0.0,0.0,1.0,,1.0,0.0,1,5.0,1.0,3.0,2.0,,0,0,,3.0,70.0,68.0,70.0,1.0,2.0,27868.22,42659.49,0.0,0.0,70527.71,8167.71,424.12,0.0,0.0,37720.37,913.75,481.09,0.0,0.0,1394.84,2,39,1,5,1,1.0,,0,0,5998.5341923,6120.0542913,5953.2741441,6147.9458299,6190.7333245,0.0,5954.6385955,6023.9788021,5992.8585586,5944.1408406,6063.8041217,6037.5513972,6069.35089,6187.2158997,6202.9576849,6034.430967,6057.6398153,6033.8836181,6252.2290243,6032.1757134,6029.2588322,6069.5154157,6092.8275239,5944.7339903,6160.4034046,5950.248709,6039.0016694,6186.2878117,6062.4200739,6023.6938817,6012.386868,6045.5296552,5981.438443,6048.5817029,6065.6902839,5993.8693375,6009.573643,6051.1849788,6141.3566177,6105.6958445,6121.5476926,6024.9178817,6257.1649426,6032.4117045,6205.3800106,6000.6120404,6042.1915798,6084.8532835,5991.973054,5969.7374818,5960.87816,6114.5231078,6063.6902931,5936.2958452,6073.5728059,6139.7937649,6178.4615828,6118.9854287,6029.4410663,6235.3711312,1600,37720.37,37720370.0,377.2037,11055.208089097303,7.515215572202742,8.0,medium,mixed,2000-4000,1950-1959,Single-family detached,West South Central,SOUTH,65,4.0,0,7.3783837129967145,5.0192,23575.23125
100037,3891.5036482,MIDWEST,East North Central,U,6112,943,3,5,2250,2250,1130,1.0,2,1,2,8,1.0,4,1,1,2,3,1.0,1.0,0.0,0.0,1.0,0.0,,3,5.0,1.0,3.0,3.0,5.0,0,0,,2.0,73.0,71.0,71.0,1.0,3.0,15093.71,93062.45,0.0,0.0,108156.16,4423.71,927.04,0.0,0.0,82181.04,624.81,646.26,0.0,0.0,1271.07,2,80,1,5,1,1.0,,0,0,3920.9847337,4062.376344,4014.9392321,3736.4004291,3910.8460302,3815.3067231,3841.7588892,3892.7192397,3863.0225353,3873.2440323,4028.1984961,3897.8661746,3916.936835,3893.7978471,3854.1560672,3978.4456697,3834.5900245,3875.2196333,3762.1174846,3873.5848704,3999.6581193,3960.9362841,3812.0526121,3838.8999409,4006.830913,3902.501561,3929.5860873,3851.5435726,3883.124869,3820.3515321,3851.4103649,3811.2632198,0.0,3924.2550065,3817.2501616,3918.4784925,3771.67555,3910.8557685,3809.7876587,3893.7525296,3928.1199071,3955.5433908,3785.5286345,3936.1493275,3805.5806024,3998.2822811,3891.3040776,4000.8980538,3949.9787033,3838.196577,3978.6654942,3845.4165205,3889.624275,3984.0229159,3906.2835969,3867.5774976,4060.4530734,3984.8471974,3943.1239213,4014.733766,2250,82181.04,82181040.0,821.8104,24085.88511137163,5.975933682373473,9.0,medium,cold,6000-8000,1980-1989,Single-family attached,East North Central,MIDWEST,35,8.0,0,7.719129840906732,13.752,36524.90666666667
100038,6167.4407148,SOUTH,South Atlantic,U,3753,1454,2,2,3300,3300,3300,1.0,3,0,5,9,0.0,4,1,2,2,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,5.0,1.0,2.0,6.0,5.0,0,0,,2.0,72.0,72.0,70.0,1.0,3.0,77702.36,117115.54,0.0,0.0,194817.9,22773.26,1124.96,0.0,0.0,95532.31,2579.28,1261.09,0.0,0.0,3840.37,4,41,1,5,1,1.0,,0,0,6364.5149927,6267.4301589,6339.8703979,6231.5316469,6297.0048073,6251.908811,6228.4171676,6313.2463235,6352.5678563,6217.9414539,6313.8558823,6217.7012288,6242.8693704,6271.3936149,6234.412302,6352.4708898,6215.3759317,6299.4119313,6272.509849,6220.8382338,6446.9965606,6140.6343164,6206.8427408,6311.2525459,6348.57115,6238.4676774,6255.3131219,6262.9624617,6236.4936232,6221.6373802,6298.5461075,6330.4216328,6252.5048468,6246.7789912,6170.6447261,6312.4127365,0.0,6302.0587957,6230.480068,6347.6329609,6171.2856295,6412.3005511,6211.5582879,6285.173452,6159.3606559,6242.9960323,6204.306476,6306.3435899,6347.8959337,6306.2342584,6278.1222761,6253.6950608,6263.7594121,6250.7375686,6279.7294746,6282.7090358,6230.2715052,6239.0963503,6252.5716218,6385.8596691,3300,95532.31,95532310.0,955.3231,27998.91852286049,7.713611736873128,10.0,medium,mixed,2000-4000,1950-1959,Single-family detached,South Atlantic,SOUTH,65,,1,8.101980731853192,12.3849,28949.18484848485
100039,877.10001321,WEST,Mountain North,C,6690,855,3,4,1700,1700,110,1.0,2,0,3,8,1.0,4,2,2,2,4,0.0,1.0,0.0,0.0,1.0,0.0,,3,5.0,1.0,3.0,4.0,5.0,0,0,,2.0,68.0,66.0,65.0,4.0,2.0,5872.56,16133.0,0.0,0.0,22005.56,1721.15,179.43,0.0,0.0,13938.24,364.17,151.06,0.0,0.0,515.23,1,83,2,2,1,1.0,,0,0,900.0624316,866.22644104,881.9364176,897.42659325,895.6948308,916.68563756,878.07469475,889.35158005,907.04592941,911.29485953,882.65976453,906.16954896,895.41998721,898.57259646,885.7367435,879.24631674,900.03342027,896.72898639,937.39095865,919.06140432,869.48421697,933.201983,887.2875419,904.51780261,898.52974574,860.02060899,878.97854536,941.44939019,881.98925257,880.17568211,879.64215735,885.66274066,888.77599142,0.0,887.6499362,888.40578793,900.24544757,912.8787072,899.98922254,932.42372081,880.30106573,892.48197403,901.57950645,913.12977263,879.22643852,881.9174096,901.68193819,892.53007413,904.63945979,937.77686831,878.73360647,904.40635769,924.15573423,923.25859474,889.10402611,906.80597472,880.32693857,898.5972487,870.81721071,894.45145807,1700,13938.24,13938240.0,139.3824,4085.0644783118405,1.2255552624637298,9.0,medium,cold,6000-8000,1970-1979,Single-family attached,Mountain North,WEST,45,13.0,0,7.438971592395862,11.373,8198.964705882352
100041,6945.9999588,SOUTH,West South Central,U,2148,2515,2,8,2000,2000,2000,2.0,2,1,3,9,1.0,6,2,1,2,4,1.0,0.0,0.0,0.0,,1.0,0.0,1,5.0,1.0,3.0,3.0,,0,0,,3.0,76.0,75.0,76.0,1.0,3.0,45220.12,56290.04,0.0,0.0,101510.16,13253.26,563.02,0.0,0.0,34401.71,1405.98,508.93,0.0,0.0,1914.91,4,41,1,5,1,1.0,,0,0,7117.3081225,7118.4272212,7243.1969273,6968.7343255,6973.0430495,7047.2024774,7088.4240189,7083.662253,7106.5550967,7264.5408036,6999.1248593,7079.9429829,6979.4375224,7117.5531779,7120.5306068,7049.2508753,7034.0449431,7131.5668286,7073.8680098,7094.5823969,7036.4601009,7028.2938276,6922.4731927,6985.4292947,7031.0977561,7012.3110115,7176.3169395,7060.7691159,6973.062378,7128.2124598,7059.597365,6970.8941048,6992.986011,7085.0009496,7063.3637695,7062.9847754,7099.4849619,0.0,7024.0610848,6998.9405642,7048.3520971,7081.6425762,6999.6624996,7113.6687712,7025.411918,7195.5520833,7135.4879855,7050.5642944,7077.2937777,7104.9784942,6995.2917507,6989.2307631,7057.1354351,6969.3868959,7201.8498424,7141.2821191,7133.5014619,7031.0505907,7174.4653516,7115.1976395,2000,34401.71,34401710.0,344.0171,10082.56447831184,8.007846834264432,9.0,medium,mild,2000-4000,2010-2015,Single-family detached,West South Central,SOUTH,7,8.0,0,7.601402334583733,4.296,17200.855
100046,18405.903572,WEST,Pacific,U,1061,1042,2,1,1500,1500,250,1.0,2,0,3,6,0.0,5,2,1,2,4,0.0,0.0,1.0,0.0,,0.0,,4,5.0,1.0,7.0,6.0,5.0,0,0,,2.0,80.0,78.0,69.0,4.0,4.0,32953.66,64688.08,0.0,0.0,97641.74,9658.17,628.37,0.0,0.0,33634.32,2446.33,968.48,0.0,0.0,3414.81,4,75,1,4,1,1.0,,0,0,18723.407857,18609.142571,18838.239659,18858.811428,18443.569059,19092.562892,18762.007314,18640.422716,18790.396428,18674.833043,0.0,18691.905186,18721.305449,18314.304937,18716.238007,18824.645707,18792.172818,18551.108054,18577.369672,18966.48389,18678.328251,18697.006832,19024.418325,18594.247869,18622.268168,18827.643483,18788.669015,18735.192393,18619.692285,18683.213938,19147.707954,18724.365667,18430.159675,19022.948365,18645.052987,18577.260978,18733.081192,18825.611945,18620.238893,18589.389229,18946.014633,18536.598832,18955.447697,18505.305098,18820.139082,18714.267722,18852.536068,18472.556186,18532.32672,18640.143077,18781.270229,18719.847936,18808.908258,18604.023673,18467.394565,18657.823492,18772.243913,18607.528473,18487.685738,18693.017956,1500,33634.32,33634320.0,336.3432,9857.655334114888,21.13372290292177,5.0,poor,mild,<2000,Before 1950,Single-family detached,Pacific,WEST,80,,1,7.313886831633462,1.5915,22422.88
100047,3763.2540004,SOUTH,South Atlantic,U,3432,1640,3,7,1300,1300,1010,3.0,3,1,4,7,0.0,4,1,2,1,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,6.0,1.0,3.0,5.0,,0,0,,2.0,73.0,74.0,70.0,1.0,5.0,30865.67,92552.9,0.0,0.0,123418.57,9046.21,896.82,0.0,0.0,47336.87,1183.31,1052.91,0.0,0.0,2236.22,3,43,1,3,1,,,0,0,3795.8328791,3876.4520118,3778.1420245,3732.4045889,3822.0530713,3872.7547942,3845.2214491,3818.7478809,3768.7194926,3753.5523278,3789.3896086,3882.5851964,0.0,3817.3635615,3804.6637924,3848.1015642,3840.3570829,3794.282769,3885.2144982,3877.6864102,3763.016355,3777.379273,3771.1391968,3781.5845686,3793.0114373,3899.6092789,3824.6620302,3812.0125629,3849.7342135,3833.2995854,3831.5532196,3866.9338177,3812.5513641,3821.6730317,3854.7271677,3754.6515715,3782.4079752,3884.432236,3749.9872334,3813.764762,3809.4296127,3853.4382699,3758.2174281,3809.0264553,3809.3312194,3772.5800403,3831.8131136,3793.0213391,3786.553457,3775.5574192,3819.4320851,3827.3081847,3773.8629254,3808.4840364,3768.5623388,3743.7056351,3836.2579815,3892.4236778,3916.5717741,3800.7886384,1300,47336.87,47336870.0,473.3687,13873.643024618992,10.609841760803299,11.0,good,mixed,2000-4000,2000-2009,Single-family attached,South Atlantic,SOUTH,15,18.0,0,7.170888478512505,4.4616,36412.97692307692
100048,5958.7911432,NORTHEAST,Middle Atlantic,U,6052,837,3,9,1560,940,0,5.0,1,1,3,7,0.0,3,3,1,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4,2.0,1.0,3.0,2.0,,0,0,,1.0,69.0,68.0,68.0,,,17964.51,33032.78,0.0,0.0,50997.29,5265.1,326.84,0.0,0.0,19127.98,777.26,268.74,0.0,0.0,1046.0,3,40,1,2,1,1.0,,0,0,5777.4143356,6018.8185148,5994.248553,6003.4114137,0.0,5819.3645194,5822.5788283,5798.5986348,6100.4045452,5778.6439298,5792.4134195,5718.7145129,6035.1110644,5885.568617,5820.100459,6184.6942653,5787.7656271,5812.6744912,5881.8547545,5830.801298,6191.377128,6168.4930537,5904.2235265,5919.4160329,6029.3255113,5936.8548037,6118.4824829,5844.5746432,5724.4194105,5938.9046378,5761.7414487,5854.5764256,5894.99137,6015.1158908,6102.5058771,5704.8686515,5920.7053497,6061.7423448,5787.2457564,6151.9110529,5835.3318189,6049.9087127,5742.3386268,5992.5670215,5710.9409052,6032.7986527,5883.8170486,6108.1785972,6034.1753591,5917.1728957,6007.45868,5824.1914436,5920.0144897,6013.404002,5796.2197499,5950.3199582,5952.8937315,6135.240631,6190.4021038,6051.9744638,940,19127.98,19127980.0,191.2798,5606.0902696365765,3.362345488039825,6.0,medium,cold,6000-8000,2016-2020,Single-family attached,Middle Atlantic,NORTHEAST,2,4.0,0,6.846943139585379,5.68888,20348.91489361702
100050,4845.0453941,WEST,Mountain South,U,1326,4097,2,6,2800,2800,2800,2.0,1,1,4,7,1.0,6,2,1,3,4,0.0,0.0,0.0,1.0,,0.0,,4,5.0,1.0,3.0,6.0,5.0,0,0,,2.0,72.0,74.0,72.0,1.0,3.0,15624.46,21409.9,0.0,0.0,37034.36,4579.27,224.51,0.0,0.0,15984.33,784.69,386.23,0.0,0.0,1170.92,2,51,2,5,1,1.0,,0,0,4972.6886471,5103.7460934,4873.8763337,4893.2608776,4837.188912,4889.0314023,4921.8990434,4913.6209053,5041.417273,4934.565405,4824.3266536,4910.3028575,4832.7746851,4890.7537531,4928.1156444,4917.2498047,4913.0769726,4888.7840097,4966.1132366,4855.0178849,4983.0171475,4891.349516,4863.7477606,4817.7303908,4878.7196377,4985.9618689,4902.0393794,4913.5588629,4977.8842767,4888.7774448,4973.6053909,4886.9482986,4845.1608049,5031.6700063,4843.0565106,4887.5146077,0.0,4901.6462119,4873.3437361,4897.5214075,4838.9440491,4834.2556553,5074.5439726,5025.4226425,4859.8751507,4883.8380793,4844.6558345,5060.8185705,4922.6291514,4838.2422038,4945.8593565,5050.1018988,4909.3568363,4947.1481465,4960.4664086,4922.3621929,5114.593115,4949.1827319,4898.1559194,4916.2672627,2800,15984.33,15984330.0,159.8433,4684.7391559202815,4.305195539754363,6.0,medium,mild,<2000,1990-1999,Single-family detached,Mountain South,WEST,25,,1,7.937731775260109,3.7128,5708.689285714286
100051,10710.88307,MIDWEST,East North Central,U,6153,748,2,6,3750,3750,3750,2.0,2,1,4,9,1.0,7,2,1,2,2,1.0,1.0,0.0,0.0,0.0,0.0,,1,5.0,1.0,3.0,3.0,1.0,0,0,,3.0,70.0,67.0,70.0,1.0,1.0,45053.51,146696.11,0.0,0.0,191749.62,13204.43,1427.54,0.0,0.0,136772.75,2390.43,1116.36,0.0,0.0,3506.79,2,68,1,3,1,1.0,,0,0,10896.868719,10886.479615,11029.994668,10879.19654,10641.517255,10834.401276,10839.382764,10819.343135,11068.445735,10749.969745,10736.425776,10766.007989,10667.662094,10675.388414,10940.10807,10946.064643,10704.311603,10987.891537,10741.357895,10783.225379,10842.883392,10857.637917,10724.345939,10974.941314,10764.905072,10795.500778,10937.025573,10747.430917,0.0,10855.306798,10817.737945,10912.438299,10909.664186,11109.65379,10781.07073,10749.044335,10812.469625,10730.379795,10984.479567,10824.996916,10844.631387,11007.832055,10938.623371,10853.966136,10842.243841,10937.342333,10771.584971,10897.830109,11045.634375,10755.301003,10898.369399,10653.089992,10867.853184,11047.762964,10755.675392,10735.99443,10772.972885,10825.583765,10833.994413,10917.154215,3750,136772.75,136772750.0,1367.7275,40085.800117233295,5.927634216371418,8.0,medium,cold,6000-8000,1990-1999,Single-family detached,East North Central,MIDWEST,25,8.0,0,8.229777750081887,23.07375,36472.73333333333
100053,4376.7919373,SOUTH,South Atlantic,U,3776,1526,3,1,1400,1400,1400,2.0,3,1,3,5,0.0,4,3,2,2,2,1.0,1.0,0.0,1.0,1.0,0.0,,1,5.0,1.0,3.0,4.0,5.0,0,0,,1.0,69.0,69.0,60.0,1.0,4.0,24428.06,34960.54,0.0,0.0,59388.6,7159.45,336.84,0.0,0.0,33924.41,869.82,458.81,0.0,0.0,1328.63,2,28,1,5,1,1.0,,0,0,4465.3020401,4472.4956561,4384.4443629,4565.5830605,4506.3633073,4570.1727306,4581.5254581,4559.4199623,4475.9578353,4533.8799882,4471.5203234,4576.9776851,4492.4294887,4390.7930211,4491.8989317,4494.2533138,4452.3387766,4428.082496,4628.3753291,4539.9503075,4459.9431406,4530.029574,4370.3916202,4406.6958814,4486.849484,4500.2929393,4404.9524762,4453.5915385,4507.1434795,4529.9977435,4492.8817396,4537.6594378,4387.8517765,4484.0923264,4593.5829809,4465.3502521,4489.114676,4343.0015573,0.0,4510.4644597,4624.8349474,4419.4781142,4637.6344423,4384.1851417,4471.5233543,4376.0751381,4514.2562077,4423.085114,4480.9670218,4502.0301269,4457.3991972,4707.8627432,4524.0912961,4391.4777127,4525.8973642,4482.0153569,4403.1475734,4503.5748971,4438.5076405,4347.3614496,1400,33924.41,33924410.0,339.2441,9942.675849941383,6.417299107142857,7.0,medium,mixed,2000-4000,Before 1950,Single-family attached,South Atlantic,SOUTH,80,13.0,0,7.244941546337007,5.2864,24231.72142857143
100054,8834.1533046,MIDWEST,East North Central,U,6277,712,1,4,900,900,450,,1,0,2,4,,5,2,2,2,3,,,,,,,,3,3.0,1.0,3.0,3.0,5.0,0,0,,3.0,68.0,66.0,65.0,5.0,2.0,28560.63,80851.0,0.0,0.0,109411.63,8370.64,788.38,0.0,0.0,69316.85,1502.78,806.87,0.0,0.0,2309.65,2,45,1,4,1,1.0,0.0,3,0,9001.1792361,8930.6418853,8930.6657613,9275.6916114,8958.0937898,9000.3197436,8887.7513957,9079.4967021,8787.0782794,9133.4806011,8798.2406651,9218.3816655,8911.9021006,9027.0254501,8992.3296971,9091.2999553,9579.0546097,8805.7542236,9325.3549871,9119.4921937,9156.6992286,8885.4236567,8930.2421578,9206.1894902,8861.1200621,9115.8854986,8817.752984,8946.7107013,8963.2471677,9204.2034561,9327.0421496,9295.2515144,9259.0938675,8884.5528938,9068.9632759,8820.9156706,8980.8269871,8993.5989048,8841.5621937,9155.5733272,9108.2456273,8999.4635528,8984.4006981,8852.1410841,8886.048181,9213.8623544,8922.2986526,9108.0894263,9374.6042821,8758.1569831,8761.8549102,8899.11004,8775.6857106,8671.8789118,8868.635993,8877.3481517,8764.2841464,8954.8787512,8918.1240731,0.0,900,69316.85,69316850.0,693.1685,20315.606682297774,12.269989202202042,11.0,good,cold,6000-8000,1970-1979,Mobile home,East North Central,MIDWEST,45,8.0,0,6.803505257608338,5.6493,77018.72222222222
100055,5251.6650477,WEST,Mountain North,U,5757,828,2,6,5510,5510,5510,2.0,4,0,5,11,1.0,6,1,2,1,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4,3.0,1.0,3.0,5.0,5.0,0,0,,3.0,72.0,66.0,70.0,1.0,4.0,29528.49,153036.94,0.0,0.0,182565.43,8654.3,1796.59,0.0,0.0,143109.6,1049.02,896.97,0.0,0.0,1945.99,2,73,2,5,1,1.0,,0,0,5319.7927956,5372.7857454,5227.4888872,5464.1264914,5321.1763099,5460.9117136,5283.8483728,5237.395241,5362.3395564,5317.6302616,5346.9699801,5335.0645994,5442.2439356,5291.8593773,5312.0804352,5343.9825007,5396.2351648,5323.4165187,0.0,5327.2841931,5342.4593068,5186.5543006,5325.4695589,5395.2512242,5325.2752734,5269.613379,5362.4111238,5324.6802365,5291.1578213,5346.5477535,5378.6889911,5399.6197505,5379.9015299,5396.3899788,5383.9252853,5361.9941685,5241.5598912,5335.4128159,5307.5369144,5312.2660085,5359.9347017,5299.2779926,5315.6405932,5347.9613757,5372.180011,5417.8335066,5315.4766279,5350.2764772,5323.8659777,5367.088635,5370.2629948,5207.1707581,5311.9517598,5310.5026879,5388.1055605,5267.820017,5357.6532597,5286.1491346,5441.4842698,5304.1095508,5510,143109.6,143109600.0,1431.096,41943.024618991796,4.511499769711425,13.0,good,mixed,4000-6000,1990-1999,Single-family detached,Mountain North,WEST,25,18.0,0,8.614501373883236,31.72107,25972.704174228675
100057,8759.6618838,NORTHEAST,Middle Atlantic,U,4201,1336,4,8,700,700,350,,1,1,1,4,,3,2,2,1,3,0.0,,,,,,,4,4.0,1.0,2.0,3.0,,0,0,,3.0,72.0,70.0,68.0,4.0,3.0,15258.76,63933.1,0.0,0.0,79191.86,4472.09,620.52,0.0,0.0,28871.87,1276.88,1290.5,0.0,0.0,2567.38,3,29,2,2,3,3.0,,0,0,8875.7994196,8827.7566058,8741.6031686,9292.6137392,9279.3024327,9005.5808828,9016.7466655,8889.7814692,8980.6537338,8885.1710695,9096.2102121,9055.5759041,9101.5572676,8896.7290484,9098.2169485,9074.4350332,9043.0655438,9041.400923,8917.5394202,8825.5329407,9294.7257262,0.0,9149.0513172,9120.8710307,8669.019349,9319.0556404,9136.6366971,9369.2428498,8891.9342817,9106.8910819,8824.2972513,8823.3477577,8778.9714903,9096.8184377,9034.7253768,8920.6760033,9284.6467721,9212.5211692,9470.3864428,8871.7362159,8774.1273154,8962.439158,8743.5608489,8847.2076942,9196.2430487,8779.9632897,9206.6291093,8878.3601752,8786.6251519,9115.559557,9079.8186097,8962.2875635,9080.2126387,8756.6590143,9118.9486863,8855.3396022,9086.3589414,9224.1227466,8852.7530902,8808.9081909,700,28871.87,28871870.0,288.7187,8461.861078546308,9.818026320263883,14.0,good,mixed,4000-6000,2010-2015,Apartment (2-4 units),Middle Atlantic,NORTHEAST,7,8.0,0,6.55250788703459,2.9407,41245.52857142857
100058,6502.6629788,MIDWEST,East North Central,R,5256,1151,2,4,1730,1730,1730,1.0,2,0,5,10,1.0,3,3,2,1,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,5.0,1.0,3.0,2.0,,0,0,,1.0,66.0,66.0,66.0,1.0,2.0,42192.04,37549.15,0.0,0.0,79741.19,12365.78,371.51,0.0,0.0,21409.8,2071.37,505.12,0.0,0.0,2576.49,2,70,2,4,1,1.0,,0,0,6666.0519763,6720.7694402,6559.787116,6635.6778801,6508.7856204,6602.200357,6611.6009408,6613.0868788,6639.9082137,6661.4305297,6604.0967598,6802.672367,6584.1226568,6570.6334806,6548.7506246,6606.2072172,6625.2745054,6506.6516127,0.0,6650.6882731,6613.3166861,6669.0307742,6577.3227472,6663.6135017,6658.7491567,6632.6847687,6504.2011116,6594.2937638,6550.9363321,6507.8102904,6729.0001174,6694.6570857,6687.7788995,6599.9716296,6607.3321768,6631.0258504,6617.3771832,6621.6703159,6584.5302787,6553.7313743,6564.897975,6640.264158,6627.7217909,6538.1504026,6655.7382761,6663.0978762,6644.0200217,6567.1115313,6744.5851993,6507.834391,6616.192464,6622.3586422,6609.8791345,6575.8439232,6684.1797448,6660.4115614,6562.479025,6689.6597274,6671.1062556,6626.9755023,1730,21409.8,21409800.0,214.098,6274.85345838218,2.354567529759548,10.0,medium,mixed,4000-6000,1970-1979,Single-family detached,East North Central,MIDWEST,45,4.0,0,7.456454555176209,9.09288,12375.606936416185
100060,4712.8629549,WEST,Mountain North,U,5573,876,2,5,2050,2050,360,3.0,2,1,2,5,1.0,4,1,1,2,4,1.0,0.0,1.0,0.0,,0.0,,2,5.0,1.0,3.0,3.0,5.0,0,0,,2.0,73.0,68.0,68.0,4.0,4.0,20111.37,124061.47,0.0,0.0,144172.84,5894.3,1460.95,0.0,0.0,113892.21,811.04,749.38,0.0,0.0,1560.42,1,82,1,4,1,1.0,,0,0,4897.0873653,4782.4373458,4774.2194453,4860.3269023,4717.0515853,4791.6331027,4768.4989964,4794.5002328,4747.4433672,4883.6531663,4885.4712323,4693.1156039,5001.2849788,4917.6243739,4693.6513012,4907.5225135,4734.7220134,4855.728583,4758.768954,4722.0908361,4845.0336561,4795.2473596,4742.9996428,4765.0512412,4846.2156227,4754.8807383,4828.3469687,4715.2189751,4874.0490468,4958.2692433,4718.6152433,4906.9846883,4746.0436546,4798.6068564,0.0,4808.5225534,4786.0331622,4792.0173075,4808.1540195,4757.6893424,4689.1169908,4790.298905,4798.0531057,4861.5900877,4786.6008783,4761.3922501,4755.8771962,4854.2033463,4765.7179254,4769.4214014,4754.6470424,4956.4543096,4747.5595976,4718.2425089,4666.2429928,4723.1844888,4767.5946944,4885.6657116,4707.7584155,4814.1197362,2050,113892.21,113892210.0,1138.9221,33379.89742086753,9.968988984345254,7.0,medium,mixed,4000-6000,1980-1989,Single-family detached,Mountain North,WEST,35,8.0,0,7.62608275807238,11.42465,55557.1756097561
