DOEID,NWEIGHT,REGIONC,DIVISION,UATYP10,HDD65,CDD65,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,STORIES,NCOMBATH,NHAFBATH,BEDROOMS,TOTROOMS,PRKGPLC1,WINDOWS,WINFRAME,TYPEGLASS,ADQINSUL,DRAFTY,HIGHCEIL,CELLAR,CRAWL,CONCRETE,BASEFIN,ATTIC,ATTICFIN,WALLTYPE,ROOFTYPE,FUELHEAT,EQUIPM,EQUIPAGE,FUELAUX,NOHEATBROKE,NOHEATBULK,NOHEATDAYS,HEATCNTL,TEMPHOME,TEMPNITE,TEMPGONE,ACEQUIPM_PUB,ACEQUIPAGE,BTUEL,BTUNG,BTULP,BTUFO,TOTALBTU,KWH,CUFEETNG,GALLONLP,GALLONFO,TOTALBTUSPH,DOLLAREL,DOLLARNG,DOLLARLP,DOLLARFO,TOTALDOL,NHSLDMEM,HHAGE,HHSEX,EDUCATION,ELPAY,NGPAY,PAYHELP,SCALEE,SCALEG,NWEIGHT1,NWEIGHT2,NWEIGHT3,NWEIGHT4,NWEIGHT5,NWEIGHT6,NWEIGHT7,NWEIGHT8,NWEIGHT9,NWEIGHT10,NWEIGHT11,NWEIGHT12,NWEIGHT13,NWEIGHT14,NWEIGHT15,NWEIGHT16,NWEIGHT17,NWEIGHT18,NWEIGHT19,NWEIGHT20,NWEIGHT21,NWEIGHT22,NWEIGHT23,NWEIGHT24,NWEIGHT25,NWEIGHT26,NWEIGHT27,NWEIGHT28,NWEIGHT29,NWEIGHT30,NWEIGHT31,NWEIGHT32,NWEIGHT33,NWEIGHT34,NWEIGHT35,NWEIGHT36,NWEIGHT37,NWEIGHT38,NWEIGHT39,NWEIGHT40,NWEIGHT41,NWEIGHT42,NWEIGHT43,NWEIGHT44,NWEIGHT45,NWEIGHT46,NWEIGHT47,NWEIGHT48,NWEIGHT49,NWEIGHT50,NWEIGHT51,NWEIGHT52,NWEIGHT53,NWEIGHT54,NWEIGHT55,NWEIGHT56,NWEIGHT57,NWEIGHT58,NWEIGHT59,NWEIGHT60,A_heated,E_heat_kbtu,E_heat_btu,E_heat_therm,E_heat_kwh_equiv,Thermal_Intensity_I,envelope_score,envelope_class,climate_zone,hdd_band,year_built_cat,housing_type,division_name,region_name,building_age,heating_equip_age,heating_equip_age_unknown,log_sqft,hdd_sqft_interaction,heating_per_sqft
103148,6647.1143655,NORTHEAST,Middle Atlantic,U,4691,1134,2,2,1400,1400,1400,5.0,2,1,3,7,1.0,4,3,2,2,3,0.0,0.0,1.0,1.0,,1.0,0.0,3,5.0,1.0,3.0,6.0,,0,0,,3.0,68.0,68.0,68.0,1.0,5.0,39292.1,74966.2,0.0,0.0,114258.3,11515.85,728.67,0.0,0.0,52429.71,1597.0,786.25,0.0,0.0,2383.25,3,48,2,3,1,1.0,,0,0,6706.941816,6799.7709108,6781.3204397,6658.040506,6644.9100591,6693.6069344,6785.4784113,6793.8684643,6596.7962381,6876.2098973,6770.3504257,6719.4048124,6693.6406649,6769.799303,6758.1775144,6710.9825705,6708.1341651,6854.0582545,6766.2015225,6729.9326223,6662.2261455,6751.516104,6723.7133821,0.0,6722.4458877,6718.2038293,6774.4108182,6750.9367125,6789.3734934,6790.2232895,6791.3675858,6758.5494147,6696.3542137,6808.5292174,6695.995197,6763.914636,6596.5878558,6842.0532367,6612.8169208,6784.757372,6835.7418667,6863.9860921,6790.8088076,6732.7762365,6802.7034931,6798.9499033,6748.2672257,6729.6024865,6803.0366625,6748.1719059,6845.7591741,6787.9563151,6847.0962309,6903.0187945,6825.6774842,6713.8992618,6766.8180159,6809.4057352,6751.6594926,6780.2431231,1400,52429.71,52429710.0,524.2971,15366.269050410316,7.983328257758017,10.0,medium,mixed,4000-6000,1950-1959,Single-family detached,Middle Atlantic,NORTHEAST,65,,1,7.244941546337007,6.5674,37449.79285714286
103149,4332.5066678,WEST,Mountain North,C,7801,216,2,9,5800,5800,3870,2.0,4,1,6,12,1.0,7,1,3,1,4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3,5.0,1.0,3.0,1.0,1.0,0,0,,3.0,70.0,66.0,66.0,1.0,1.0,63406.89,125501.89,0.0,0.0,188908.78,18583.5,1491.87,0.0,0.0,99334.1,1765.82,1322.17,0.0,0.0,3087.99,7,46,1,4,1,1.0,,0,0,4389.9213205,4345.6594447,4354.4243018,4384.1995321,4400.6532643,4387.5030913,4503.8103712,4330.6588482,4363.832082,4438.1164006,4492.2092708,4330.6337499,4463.4277425,4393.6245242,4345.057616,4457.0350131,4360.2169833,4431.5422804,4417.5078814,4379.8551885,4386.2249905,4317.5979027,4428.6417625,4432.329299,4462.5011781,0.0,4519.1900827,4390.5569061,4320.2200968,4406.9363405,4386.9279655,4386.7536586,4519.2470796,4391.1198242,4350.0920727,4520.5457013,4357.1049784,4342.2834562,4504.7613364,4298.7106892,4383.7121115,4382.9306767,4408.7620276,4333.3692781,4338.991027,4444.3105424,4409.59511,4406.6148016,4364.5088683,4344.4646417,4448.9419718,4392.113145,4589.4316257,4421.9099159,4357.1009751,4429.6690309,4449.9376992,4407.219458,4425.6738747,4431.8437629,5800,99334.1,99334100.0,993.341,29113.15943728019,2.195432504232437,14.0,good,cold,6000-8000,2016-2020,Single-family detached,Mountain North,WEST,2,1.0,0,8.665785595466064,45.2458,17126.568965517243
103150,4527.1254391,SOUTH,East South Central,R,4115,1219,2,8,2900,2900,2500,1.0,2,0,3,7,1.0,6,1,2,1,3,1.0,0.0,1.0,1.0,,1.0,0.0,1,5.0,1.0,3.0,3.0,1.0,0,0,,2.0,71.0,71.0,71.0,1.0,3.0,44364.31,91110.78,0.0,0.0,135475.09,13002.44,898.6,0.0,0.0,50497.87,1969.72,1182.94,0.0,0.0,3152.66,3,50,1,3,1,99.0,,0,0,4708.9846449,4577.2187593,4530.3668536,4607.2523295,4646.6425216,4578.4107435,4619.3872092,4644.2036213,4573.2495698,4639.4031668,4723.5797166,4549.6919632,4589.5991597,4495.809649,4603.1010026,4568.0132879,4653.6581282,4529.5485073,4706.537073,4477.6095633,4622.4347891,4538.6476737,4615.249027,4550.8390769,0.0,4642.4468754,4528.758582,4545.5902346,4549.7968438,4567.7667239,4533.0955405,4559.4764453,4618.2966027,4575.6636102,4546.9889361,4660.7801047,4577.4497514,4575.400874,4607.6713912,4610.947367,4700.3626188,4641.4607304,4583.6370933,4592.2390198,4586.234086,4591.7091517,4660.2478109,4575.0394454,4648.6570568,4625.6122695,4619.8963427,4670.287751,4654.1578324,4599.0328776,4706.8935904,4685.4501866,4604.6545978,4543.4695197,4646.0262216,4531.4603682,2900,50497.87,50497870.0,504.9787,14800.079132473622,4.23160598315666,14.0,good,mixed,4000-6000,2010-2015,Single-family detached,East South Central,SOUTH,7,8.0,0,7.972810784121404,11.9335,17413.058620689655
103151,13929.94872,NORTHEAST,Middle Atlantic,U,4208,1334,4,1,1400,1400,930,,2,0,4,9,,4,2,1,3,2,0.0,,,,,,,4,5.0,1.0,3.0,4.0,5.0,0,0,,3.0,72.0,70.0,68.0,4.0,1.0,39888.86,293591.89,0.0,0.0,333480.75,11690.76,2845.5,0.0,0.0,41570.76,3053.41,3579.48,0.0,0.0,6632.89,3,72,2,2,1,1.0,,0,0,14155.082924,14079.642547,14057.300604,14169.492263,14030.71742,14042.813698,14317.301936,13991.720417,14286.069136,14080.860877,14149.572713,14235.645117,14246.389234,14130.1319,14320.286345,14198.789822,14566.226188,14017.716795,13909.470281,14199.707292,14327.733686,13981.478643,14080.68821,14285.377637,13986.474794,14593.912581,14473.671624,14195.559787,13950.817519,13859.770114,14256.571957,13927.413429,14101.55024,14325.003739,14235.821923,14017.787223,14267.578508,14392.236365,0.0,14176.310645,13989.800388,14160.515459,13914.507014,14184.852436,14224.822434,13991.436442,14196.608117,13987.091729,14198.509811,14035.203526,14254.457233,13850.443853,14056.674715,14090.268247,14208.539402,14209.277392,14479.397624,14339.136753,14072.704375,14010.697176,1400,41570.76,41570760.0,415.7076,12183.692848769051,7.0564163498098855,3.0,poor,mixed,4000-6000,Before 1950,Apartment (2-4 units),Middle Atlantic,NORTHEAST,80,13.0,0,7.244941546337007,5.8912,29693.4
103156,7733.2485276,NORTHEAST,Middle Atlantic,U,5193,958,2,1,2210,2210,1470,2.0,1,0,3,7,0.0,6,3,2,2,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,5.0,1.0,2.0,3.0,,0,0,,3.0,70.0,64.0,68.0,1.0,3.0,26866.92,131706.12,0.0,0.0,158573.04,7874.24,1318.56,0.0,0.0,106675.71,1220.01,1685.9,0.0,0.0,2905.91,2,67,1,5,1,1.0,,0,0,7866.6289496,7756.8076148,7872.2563075,7865.8614327,7831.7418209,7795.8861771,7887.5598446,7831.2191315,7848.4625252,7936.8500109,7948.4393059,7918.7774045,7844.1958554,7858.420758,7859.5479411,7842.334564,7849.125542,7915.6815274,7767.4066835,7874.6440392,8004.8173854,7902.6291392,7668.8129026,7936.8223705,7851.798915,7840.3594242,0.0,7905.4303838,7934.8887933,7778.195335,7843.273148,7826.0330432,7918.7913456,7833.6931128,7803.1604,7865.639818,7894.1406617,7851.0288768,7911.2354021,7821.7183765,7804.9747058,7860.0658032,7800.850711,7849.5354787,7855.4062291,7887.4865276,7767.0735501,7898.8807327,7879.9852066,7835.5441591,7826.3555721,7840.2845186,7924.3697736,7835.2429704,7858.5258529,7839.0775964,7994.7320544,7829.4785855,7868.7312765,7908.7846204,2210,106675.71,106675710.0,1066.7571,31264.86225087925,9.295118820758539,7.0,medium,mixed,4000-6000,Before 1950,Single-family detached,Middle Atlantic,NORTHEAST,80,8.0,0,7.701200180857446,11.47653,48269.55203619909
103161,2320.7505098,NORTHEAST,New England,U,6324,652,2,1,1880,1250,420,2.0,1,0,3,6,0.0,5,3,2,2,3,1.0,1.0,0.0,0.0,0.0,0.0,,2,5.0,1.0,3.0,1.0,5.0,0,0,,2.0,64.0,60.0,62.0,4.0,2.0,13558.2,35951.18,0.0,0.0,49509.38,3973.68,346.59,0.0,0.0,35153.34,822.26,504.12,0.0,0.0,1326.38,1,56,1,3,1,1.0,,0,0,2331.1399324,2368.9000897,2337.3711013,2377.5016151,2365.7593594,2383.7844136,2338.4297041,2345.5715873,2367.3180338,2360.3280014,2351.0599981,2349.3315892,2338.887141,2357.8426455,2359.8569504,0.0,2384.0537428,2336.2825623,2348.2449173,2326.8126625,2394.0643526,2353.7985978,2378.7297347,2343.6013914,2385.2256996,2325.4760531,2309.0441398,2379.9812027,2359.2596221,2359.845345,2328.0532132,2378.0633996,2307.7127607,2389.9842403,2350.5781826,2348.6120761,2356.8462297,2349.7912038,2357.6251268,2395.282362,2376.8820353,2357.9568461,2364.3954104,2339.1599014,2348.9544725,2349.7784747,2313.4154613,2375.0111079,2358.0230449,2337.8411979,2370.8412783,2328.9869901,2352.0161506,2353.2973732,2348.0015095,2380.3655663,2380.8751566,2385.7587105,2380.0747275,2344.4054719,1250,35153.34,35153340.0,351.5334,10302.854630715123,4.446975332068312,9.0,medium,cold,6000-8000,Before 1950,Single-family detached,New England,NORTHEAST,80,1.0,0,7.1316985104669115,7.905,28122.672
103162,4769.2894248,NORTHEAST,Middle Atlantic,U,6187,753,2,4,3000,3000,3000,2.0,3,1,5,10,1.0,7,1,2,1,4,1.0,1.0,0.0,0.0,1.0,0.0,,2,5.0,1.0,3.0,5.0,,0,0,,3.0,66.0,64.0,66.0,1.0,5.0,17255.09,106060.96,0.0,0.0,123316.05,5057.18,1049.42,0.0,0.0,76963.55,733.44,807.76,0.0,0.0,1541.2,1,54,2,5,1,1.0,,0,0,4903.1399169,4804.778561,4886.5553719,4851.9104457,4881.5086634,4882.7336091,4860.4808066,4845.4784547,4806.6491253,4821.0126594,4831.4590573,4834.4295289,4813.0472419,4852.9210621,4843.6992851,4858.9557821,4856.3384499,4980.043873,4840.9292696,4839.9257021,4851.8967415,4823.0653137,4806.8216164,4850.9923473,4892.9931736,4795.2621428,4803.7721297,4894.2700908,4847.0058794,4877.167104,4963.9697021,4874.8910549,4973.0154999,4812.7025381,4871.3263502,4838.7946816,4816.4281249,4808.3437185,4909.7069571,4801.735789,4850.8104901,0.0,4833.1073777,4869.2489656,4798.3755179,4825.3271595,4917.9902134,4867.1044078,4816.5790454,4882.5053228,4803.2916248,4848.647606,4888.4806193,4946.8314022,4829.879891,4771.9305103,4769.1335654,4846.4951655,4826.2949205,4849.8264669,3000,76963.55,76963550.0,769.6355,22556.726260257914,4.146519584074134,10.0,medium,cold,6000-8000,1970-1979,Single-family detached,Middle Atlantic,NORTHEAST,45,18.0,0,8.006700845440367,18.561,25654.516666666666
103163,9813.6551414,SOUTH,South Atlantic,U,2417,1797,2,5,4000,2000,2000,1.0,2,0,3,8,1.0,6,1,1,3,1,1.0,0.0,1.0,0.0,,1.0,1.0,4,5.0,1.0,3.0,1.0,5.0,0,0,,3.0,69.0,69.0,69.0,1.0,6.0,41586.44,62660.34,0.0,0.0,104246.78,12188.29,628.36,0.0,0.0,33219.33,1862.18,1085.44,0.0,0.0,2947.62,3,66,2,3,1,1.0,,0,0,9939.89749,9939.8759109,9999.9346921,9904.268439,9900.1228805,9835.4381372,9882.4742617,9944.1076916,9927.3918166,10146.23575,10028.613116,9987.579598,9840.5383997,9887.2223961,9978.5547845,9951.2088179,9935.7875922,9963.8912415,9926.2892912,10013.714762,9960.607936,9994.3863153,10058.990296,10055.381078,9988.470174,9967.4429881,9886.7864467,10025.104548,10001.119208,9966.3891645,9853.7775172,9860.675833,10215.447518,9968.1254393,9929.5567327,10120.670162,10011.586848,0.0,9976.2184552,9949.2258853,9862.6022881,9972.8550198,9967.4308194,9999.6755518,10097.649901,10027.209999,10032.94561,10005.348622,10054.600227,9934.0419721,10055.159549,9942.4702601,10059.611041,10014.045613,9940.3624672,10047.288457,9958.9739933,10054.071173,10033.721053,9922.3695879,2000,33219.33,33219330.0,332.1933,9736.028722157092,6.872016963177493,3.0,poor,mild,2000-4000,1980-1989,Single-family detached,South Atlantic,SOUTH,35,1.0,0,7.601402334583733,4.834,16609.665
103164,6458.8837488,SOUTH,West South Central,C,3190,1784,2,1,850,850,850,1.0,1,0,2,4,0.0,3,3,2,1,4,0.0,0.0,1.0,0.0,,1.0,0.0,3,5.0,1.0,3.0,3.0,1.0,0,0,,2.0,68.0,68.0,68.0,1.0,3.0,20656.52,53762.38,0.0,0.0,74418.9,6054.08,531.72,0.0,0.0,18522.97,765.3,552.46,0.0,0.0,1317.76,3,38,2,3,1,1.0,,0,0,6671.6792737,6607.4339332,6461.5320157,6623.4003771,6467.780877,6536.6453428,6729.0736913,6602.67694,6581.9811319,6624.0054699,6440.8820026,6617.6460405,6497.4996011,6465.8758852,6501.0538605,6542.3161693,6592.7473667,6577.1570514,6450.2844158,6466.0694419,6638.8163721,6594.8418351,6453.7000258,6509.6360135,6493.6231702,6572.8843808,6591.6203174,6452.3608101,6469.1281483,6482.3740112,6442.7825415,6479.3794151,6636.9728064,6611.2872643,0.0,6617.7653015,6559.8302739,6666.3452077,6495.1048712,6472.4039029,6632.5861879,6611.6858804,6580.8781418,6641.5944267,6430.5049759,6521.7362131,6583.000508,6619.4233463,6554.4299229,6664.8207719,6568.8626341,6418.8148294,6483.6445454,6609.1720286,6695.2934978,6689.3247826,6529.1293679,6624.3661892,6801.2218497,6448.4008634,850,18522.97,18522970.0,185.2297,5428.771981242673,6.831263138484234,8.0,medium,mixed,2000-4000,Before 1950,Single-family detached,West South Central,SOUTH,80,8.0,0,6.7464121285733745,2.7115,21791.729411764707
103165,16841.961444,MIDWEST,East North Central,U,5648,784,2,6,2900,2900,1930,2.0,2,0,3,10,1.0,3,3,2,1,4,1.0,1.0,0.0,0.0,1.0,0.0,,3,5.0,1.0,3.0,6.0,,0,0,,1.0,71.0,71.0,71.0,1.0,1.0,20723.7,99599.98,0.0,0.0,120323.68,6073.77,967.16,0.0,0.0,84143.21,723.44,811.29,0.0,0.0,1534.73,2,47,2,4,1,1.0,,0,0,17051.418774,16990.210552,17155.410901,17072.838203,16694.176243,16922.506346,17030.267609,16987.436289,17345.718697,16699.836011,17096.94512,16896.406619,16744.917891,16789.467884,17154.326291,17111.260395,16877.823107,17264.603699,16998.699029,16937.727386,17052.046922,17133.329364,16799.905524,17293.57338,16962.422305,17016.931412,17270.129037,16957.289998,17117.272726,16952.7785,16896.656543,0.0,17211.809671,17216.09182,16951.902385,16991.396502,17139.561267,16917.77718,17238.913121,16865.471097,17029.926087,17269.006303,17217.899118,17007.201426,16996.287229,17070.946624,16929.595261,17236.236195,17484.332109,16904.908844,17061.162758,16791.411894,17038.838943,17267.188842,16943.97249,16806.369407,17039.72075,17054.948448,17065.679908,17295.598221,2900,84143.21,84143210.0,841.4321,24660.964243845254,5.137199008498584,11.0,good,mixed,4000-6000,1990-1999,Single-family detached,East North Central,MIDWEST,25,,1,7.972810784121404,16.3792,29014.9
103166,8705.2188108,NORTHEAST,Middle Atlantic,U,4182,1370,3,1,1430,1430,430,2.0,1,0,3,8,0.0,3,2,1,2,3,1.0,1.0,0.0,1.0,1.0,0.0,,6,99.0,1.0,2.0,4.0,,0,0,,1.0,70.0,70.0,70.0,4.0,3.0,24703.02,54556.01,0.0,0.0,79259.03,7240.04,526.02,0.0,0.0,32099.44,668.63,904.86,0.0,0.0,1573.49,2,50,2,5,1,1.0,,0,0,9089.6326794,8821.7312364,8905.6729803,9067.4899919,8854.6974535,8966.4534297,8846.0000329,8970.8671269,8955.2013817,8960.0561786,8807.3132336,8828.8784912,8800.3056128,8840.0419627,8805.2687025,8923.1532112,8877.1010061,8844.8799018,8826.0696002,8907.3737418,8893.5896457,8892.6821621,8972.9612913,8979.7223392,8784.8285054,8899.7313364,8982.2092076,8776.7576927,8826.2426842,8862.3993498,8716.4456156,8890.3767184,9047.1876265,0.0,8664.248178,8836.8551142,9067.8589191,8902.7615574,8950.3745147,8919.1807356,8903.3770597,8734.7777975,8798.4964985,8789.0034468,8760.2270339,8919.9794477,8735.1467904,8826.9165349,9047.9979462,8796.4176601,8861.6420774,8785.3624596,9006.121854,8755.3288015,8952.2261343,9027.5674254,8951.7047805,8732.4372148,9033.5536233,8744.9908088,1430,32099.44,32099440.0,320.9944,9407.807737397421,5.367565958670693,7.0,medium,mixed,4000-6000,Before 1950,Single-family attached,Middle Atlantic,NORTHEAST,80,13.0,0,7.266128779556451,5.98026,22447.16083916084
103167,3926.8609515,WEST,Mountain South,R,1771,4240,2,8,1590,1590,1590,2.0,2,1,3,7,1.0,4,3,2,1,4,1.0,0.0,0.0,1.0,,1.0,0.0,4,1.0,1.0,3.0,4.0,,0,0,,1.0,73.0,73.0,73.0,1.0,2.0,24749.74,35919.43,0.0,0.0,60669.17,7253.73,379.61,0.0,0.0,26932.29,956.67,454.55,0.0,0.0,1411.22,1,34,1,4,1,1.0,,0,0,3998.8477755,3953.8630596,4012.8823298,4047.3915812,4054.519013,3965.0557557,3927.1775486,4054.3235257,3923.5333704,3999.0110934,3972.8626649,3936.4195282,4110.5668753,4047.8062197,4032.0091918,3998.1190198,3997.5914083,3937.3006571,3991.6337777,4004.2020943,4037.7731305,3971.7272964,4065.7306683,3989.3372439,3935.6479878,4046.6619222,4030.1955086,3995.2401466,4080.7511509,3954.6434117,3954.4553722,3993.2917469,4018.0274252,3973.5537004,4064.3525762,4007.9334469,4104.9066293,3937.2657131,3883.8945295,4013.5460453,3990.2045808,4046.4371892,4082.0102041,0.0,4010.6644786,4057.8162387,3981.5871835,3962.4617049,3971.2858977,4014.7829103,3959.2665303,3924.3385692,3910.3711564,4013.7244064,4026.8399101,4073.0688289,4083.1167686,3973.6576807,3924.3842571,3904.6684424,1590,26932.29,26932290.0,269.3229,7893.402696365768,9.56439704675964,12.0,good,mild,<2000,2010-2015,Single-family detached,Mountain South,WEST,7,13.0,0,7.372118028337787,2.81589,16938.54716981132
103168,10512.624006,NORTHEAST,Middle Atlantic,C,6273,695,5,4,580,580,0,,1,0,2,4,,1,1,2,1,3,0.0,,,,,,,1,,1.0,3.0,4.0,1.0,0,0,,1.0,68.0,68.0,68.0,,,22602.7,53531.05,0.0,0.0,76133.75,6624.47,535.57,0.0,0.0,27509.94,831.34,796.23,0.0,0.0,1627.57,3,28,1,4,1,1.0,0.0,2,0,10929.736415,10717.459011,10600.64609,10563.969452,10835.475412,10839.822755,10758.929746,10509.060991,10631.509858,10495.039457,10732.285205,10758.295981,10689.206597,10473.51964,10616.464589,10580.283493,10841.929318,10715.293661,10914.777946,10822.950543,10464.460514,10580.476715,10783.368289,10491.558041,0.0,10595.622337,10664.636158,10693.295687,10603.17784,10743.958547,11037.829845,10699.245897,11002.322366,10564.867221,10790.621063,10672.979894,10732.57784,10509.849586,10753.89091,10506.533526,10706.426779,10646.601194,10821.573395,10717.347979,10652.468559,10585.703994,10834.685678,10757.572133,10633.250068,10775.476248,10543.062318,10536.002763,10659.79143,10878.628653,10786.453926,10550.710329,10537.853556,10811.683154,10750.077893,10638.923519,580,27509.94,27509940.0,275.0994,8062.702227432591,7.561124029090189,12.0,good,cold,6000-8000,1970-1979,Apartment (5+ units),Middle Atlantic,NORTHEAST,45,13.0,0,6.364750756851911,3.63834,47430.93103448276
103170,9667.1039532,WEST,Pacific,U,2084,543,3,3,1700,1700,0,1.0,1,0,2,5,1.0,2,1,2,1,4,0.0,0.0,1.0,0.0,,0.0,,2,5.0,1.0,7.0,1.0,,1,0,60.0,4.0,65.0,69.0,60.0,,,23510.78,48445.42,0.0,0.0,71956.2,6890.62,469.81,0.0,0.0,8961.01,1903.52,798.74,0.0,0.0,2702.26,7,29,1,3,1,1.0,,0,0,9851.8279454,10010.243178,9915.3253309,10021.652986,10066.903062,9849.0835584,9924.8816993,9977.7504176,9560.5833678,9975.8434969,10067.441585,9985.3992101,9923.0665992,9753.7653682,0.0,9598.1233911,9905.1359661,9966.6985555,9867.8602108,9757.3448883,9586.6053681,9599.3184187,10011.344063,10030.008419,9860.6490668,10001.872756,9774.7155998,9968.4924029,9831.0323272,9853.3115782,9781.9050827,9886.364607,9993.4691493,9770.4231182,9804.1845037,9692.3970594,9807.3953566,9793.3518843,10146.994037,9728.8156985,10209.555297,10088.328092,9760.0739208,9719.7265294,9902.410285,9873.5891118,9899.9602794,9883.5896804,9894.3355362,9992.9263537,9947.2759091,9738.411927,10063.594201,9827.5701594,9647.3988292,9912.5457888,9639.3747765,9800.8894492,9977.4693813,9642.7888315,1700,8961.01,8961010.0,89.6101,2626.3218053927317,2.529358134808626,9.0,medium,mild,2000-4000,1960-1969,Single-family attached,Pacific,WEST,55,1.0,0,7.438971592395862,3.5428,5271.182352941177
103173,5137.9255954,SOUTH,South Atlantic,U,2689,1704,2,5,3000,3000,3000,2.0,3,1,4,9,1.0,6,1,1,3,3,1.0,0.0,1.0,0.0,,1.0,0.0,1,5.0,1.0,3.0,4.0,,0,0,,1.0,68.0,68.0,68.0,1.0,4.0,77349.58,46545.32,0.0,0.0,123894.9,22669.87,465.08,0.0,0.0,44403.62,2678.63,523.85,0.0,0.0,3202.48,3,55,1,4,1,1.0,,0,0,5197.8475158,5213.3035944,5222.9791407,5223.4668432,5167.1652541,5187.9755585,5171.6120716,5231.8311756,5242.1100284,5343.1667993,5265.7738166,5221.8074197,5162.0770726,5193.5376696,5226.0831465,5216.4409894,5235.8918663,5201.8461277,5178.0959148,5205.4659597,5177.0919606,5232.6335879,5221.524118,5280.7791952,5217.4020362,5210.7752167,5183.4701089,5216.4703011,5178.8731002,5218.3086247,5167.215627,0.0,5327.6698829,5236.3172646,5220.9443516,5288.112607,5221.2903583,5173.1704377,5275.6230592,5224.9198595,5180.6986539,5184.3152787,5264.3023193,5254.6248981,5280.7071738,5290.4783696,5201.1733065,5248.8011556,5242.457621,5198.2585568,5286.0233336,5190.0450237,5293.1132069,5221.6750499,5209.9106176,5273.13645,5182.7615072,5251.0961419,5228.7196863,5206.2334512,3000,44403.62,44403620.0,444.0362,13013.956623681126,5.504353539109954,7.0,medium,mild,2000-4000,1980-1989,Single-family detached,South Atlantic,SOUTH,35,13.0,0,8.006700845440367,8.067,14801.206666666667
103176,7741.655365,NORTHEAST,Middle Atlantic,U,5304,950,2,6,2550,2550,490,1.0,2,0,3,7,1.0,4,1,1,3,3,1.0,1.0,0.0,1.0,0.0,0.0,,3,5.0,1.0,3.0,3.0,,0,0,,1.0,72.0,72.0,72.0,4.0,5.0,36140.22,58258.59,0.0,0.0,94398.81,10592.09,580.06,0.0,0.0,47706.48,1261.62,549.89,0.0,0.0,1811.51,1,71,1,1,1,1.0,,0,0,7705.1756656,7739.3923562,7854.1667788,8008.9149127,7761.7134659,7874.1435101,7859.458635,7910.9408274,7896.3186374,7857.0600859,7798.7635827,7959.7970648,7766.9495269,7784.4175083,7879.9947478,7844.2947705,7821.3337082,7788.9257294,7776.2911031,7942.8539793,7865.0882963,7892.867213,7958.0807163,7843.1432631,7833.3529063,7936.8858599,7807.5695934,7991.9374227,7904.2360554,7770.5375986,7820.7907598,7947.0830126,7781.0191945,8012.931814,7878.8888475,7839.6714547,7855.9180232,7808.0919956,7814.465017,7907.1821287,7913.7290811,0.0,7946.9720173,7917.0631008,7838.5084002,7880.5368024,7832.3559296,7856.4050141,7950.3701754,7897.1086338,7909.3267031,8049.1094483,7856.8463133,7842.6027034,7857.6878565,8124.5121296,7786.3777126,7889.4259706,7866.8644996,7885.9735498,2550,47706.48,47706480.0,477.0648,13981.969519343493,3.527229172211871,8.0,medium,mixed,4000-6000,1990-1999,Single-family detached,Middle Atlantic,NORTHEAST,25,8.0,0,7.844240718141811,13.5252,18708.423529411764
103177,1474.6997651,SOUTH,South Atlantic,U,3341,1711,4,2,800,800,530,,1,0,1,3,,2,1,1,1,3,0.0,,,,,,,1,1.0,1.0,2.0,3.0,,0,0,,5.0,70.0,65.0,70.0,4.0,1.0,20745.65,29065.13,0.0,0.0,49810.78,6080.2,282.17,0.0,0.0,15616.71,746.54,461.51,0.0,0.0,1208.05,1,61,1,2,2,2.0,,0,3,1517.0948644,1486.0050673,1491.6393064,1500.7537371,1487.0614175,1498.0415995,1490.0700962,1505.8439295,1513.147421,1508.506185,0.0,1474.4694483,1480.8113199,1513.7318776,1458.4637603,1509.2608718,1500.109456,1550.1705763,1486.7159748,1546.4186414,1513.3182088,1456.3394466,1529.9737335,1501.2457015,1485.7165537,1526.8239256,1487.9786983,1499.5548757,1506.2527531,1504.9079439,1515.7347865,1528.58996,1510.8910772,1480.0017731,1479.3690356,1479.6069016,1507.3457524,1538.9900561,1488.7728688,1509.8482904,1484.0882721,1549.1897613,1479.2012691,1510.0979272,1473.1042637,1473.7852457,1480.2023136,1476.1381799,1521.5410329,1540.8451578,1499.1503579,1431.0504019,1509.5007473,1515.4348519,1495.0578678,1511.3975805,1496.0091853,1471.5070768,1522.0668575,1507.7331186,800,15616.71,15616710.0,156.1671,4576.995896834701,5.842827746183778,9.0,medium,mixed,2000-4000,1950-1959,Apartment (2-4 units),South Atlantic,SOUTH,65,8.0,0,6.68586094706836,2.6728,19520.8875
